機構名稱,機構代碼,執行長,聯絡人,電話,傳真,網址,電子郵件,地址,創辦人,成立日期,許可機關,機構屬性,成立主旨,工作重點,服務區域,服務性別,服務年齡,服務項目
桃園市蘆竹區實踐禪心協會,7249,李文中,簡莉庭,03-3529917,03-3527707,https://www.facebook.com/ShiJianChanXin/,17shijian@gmail.com,,李彬華,2006/05/28,桃園市政府,綜合性服務,【桃園市蘆竹區實踐禪心協會】是一個用心輔導弱勢家庭長達17年的小型非營利團體。從民國89年起，早期愛心志工自掏腰包，給予弱勢學童獎助學金，至今以社會角落的小額捐款供應孩子們免費餐點、課後學業與品格教育輔導、多元活動（才藝學習、成年禮環島與徒步登山等），期望他們培養獨立自主與堅毅性格，並養成正向的生命價值觀，補足原生家庭帶來的負面影響與不圓滿，建立自信，並為自己的人生創造價值。除此之外，協會也有急難救助的服務，集結社會大眾的愛心物資，於每年重要節慶發送予扶助戶，傳遞社會上的溫暖並支助其基本生活。,（一）服務對象,桃園市,不限,限(7~18),"個案輔導, 團體輔導, 課後照顧, 營隊活動, 家庭輔導, 急難救助, 生活扶助, 社工實習, 志願服務, 社區服務, 社福資訊"
衛生福利部桃園醫院,7248,余珮瑜主任,林暉評社工師,03-36997211279,03-3699049,無,705326@mail.tygh.gov.tw,,李俊仁(第一任院長),1979/12/15,衛生福利部,健康醫療,仁心仁術、優質服務、團隊榮譽、追求卓越,『家』是許多人溫暖的避風港，家人親切的問候、細心的照料和無微不至的照顧是遭受病痛時最大的支持與安慰。倘若『家』在您面臨生老病死時，無法在第一時間給您支持，請不要失望，本院社會服務室將秉持著視病猶親的信念，在就診或住院期間，提供您相關意見或協助，社會服務室願與您一同面對困難解決問題！服務對象,全國性,不限,不限(0~0),"個案輔導, 個案管理, 鑑別診斷, 日間照顧, 安寧照顧, 自殺防治, 急難救助, 醫療補助, 生活扶助, 喪葬補助, 社福資訊"
財團法人器官捐贈移植登錄中心,7247,李伯璋,馮鈺婷,25078627341,25068364,無,adidasskj4@gmail.com,,李伯璋,2002/02/07,行政院衛生署,健康醫療,本中心以從事器官捐贈之推展，建置器官移植資料，促進捐贈器官有效運用，增進國民健康為宗旨。,志工工作內容包括,全球性,不限,不限(0~0),"關懷專線, 休閒娛樂, 教學研究, 志願服務, 醫療諮詢, 營養諮詢, 社區服務, 社福資訊, 權益倡導"
我們心理諮商所,7246,楊鎧宇,楊鎧宇,0979796896,0979796896,無,ourcenter.tw@gmail.com,320桃園市中壢區高鐵站前西路1段268號9樓之5	,楊鎧宇,2017/01/09,桃園市衛生局,心理衛生,關係裡最重要的二個字 我們因為我們 生活多了溫暖支持因為我們 生命更為豐厚幸福生活中的滴滴點點 我們一起生命裡的成長蛻變 我們一起在成為更好自己的路上我們一起前行 我們心理諮商所,個別諮商、團體諮商、伴侶諮商個別督導、團體督導、演講、工作坊、教育訓練全人身心成長服務,全國性,不限,不限(0~0),"心理輔導, 個案輔導, 個案管理, 心理治療, 團體輔導, 家族治療, 親職教育, 營隊活動, 聯誼活動, 婚姻協談, 生涯規劃, 就業資訊, 就業輔導, 社工實習, 志願服務, 社區服務, 專業訓練"
福樂心理治療所,7245,王鐘瑩,王鐘瑩, 0919517774,無,https://www.facebook.com/fulllove1611,fulllove1611@gmail.com," ",王鐘瑩,2017/07/17,台北市政府衛生局,心理衛生,探索個人生命中備受困擾或深感興趣的主題，幫助個人深刻及真實的與自己接觸，進而發掘個人生命的潛能、增進解決問題的能力，活出屬於自己渴望的理想生活。,心理探索/成長團體/心理衛生公益講座,全國性,不限,不限(0~0),"心理輔導, 個案輔導, 個案管理, 心理治療, 遊戲治療, 團體輔導, 家族治療, 親職教育, 鑑別診斷, 早期療育, 婚姻協談, 家庭輔導, 生涯規劃, 專業訓練"
社團法人原生植物保育協會,7244,呂文賓,蔡瑛瑛,02-28801029,02-2880-1029,http://www.taiwanplannt.org.tw,twnntvpln@gmail.com," ",郭一羽,2005/01/15,內政部,環境保護,本會係由一群關心台灣原生植物、熱心服務的生態工作者共同以實際行動一起參與台灣原生植物的保育工作，致力於向民眾推廣及傳達自然保育的觀念、植物與環境的密切關係，希望讓我們的下一代都能有機會，接觸與認識更多台灣美麗特殊的原生植物。,本會以「唯有認識，才會關心；唯有關心，才會行動；唯有行動，生命才有意義」之理念與步驟，推動原生植物保育及環境教育工作。 因此，本會首要工作就是教導民眾認識原生植物。,全球性,不限,不限(0~0),"營隊活動, 專業訓練, 其他"
沛智心理治療所,7243,林沛宇,林沛宇,02-29289399,02-29289399,無,peichihpsycenter@gmail.com,234新北市永和區福和路229-1號,林沛宇,2015/12/01,新北市政府,心理衛生,關懷/耐心/服務/尊重,專注力訓練團體/注意力評估/智力測驗親子互動技巧/人際溝通/自信心訓練兒童遊戲治療/家族會談/青少年生涯探索與規劃,新北市,不限,不限(0~0),"心理輔導, 個案輔導, 個案管理, 心理治療, 遊戲治療, 團體輔導, 親職教育, 鑑別診斷, 早期療育"
芳馨康復之家,7242,邱廉欽,邱廉欽,03-6683489,03-6683489,無,jj8433050552@gmail.com,302新竹縣竹北市嘉政二街1號4樓,廖國儀,2017/01/09,新竹縣衛生局,身心障礙福利,『芳馨康復之家』提供有復健潛能的精神住民一個連接醫院與社區的橋樑為己任，經審慎評估後，結合各領域之專業人士共同擬定個別化輔導計畫，給予適性輔導，透過各項訓練模式強化住民自我照顧能力、日常生活執行能力、工作習性培養、適切的人際互動，減輕家庭負擔，成功回歸社區。,1.提供住民舒適、安全、家庭化的居住環境，24小時的住宿服務。2.提供獨立生活功能訓練活動。3.輔導規則就醫及藥物自我管理。4.提供社區復健與適應討論會。5.提供體能活動。6.提供生活諮詢、心理輔導。7.結合社區資源。8.提供與生活相關的工作復健訓練及轉銜服務。9.社區融合。,新竹縣,不限,不限(0~65),"個案輔導, 個案管理, 中途之家, 休閒娛樂, 生活扶助"
財團法人味全文化教育基金會,7241,林麗華,周易萱,25065001,25074902,http://www.weichuan.org.tw/,tianli.chou@gmail.com,104台北市中山區松江路125號4樓,黃烈火,1979/12/15,教育部,綜合性服務,味全文教基金會自1979年成立至今，秉持「幸福家庭、美好人生」之使命，以「家庭充電」為出發點，積極在「社會教育」、「文化服務」等層面竭盡心力，從家政教育延伸至兒童教育、松齡學苑等社教服務，不斷擴展生活層面至各種成長研習，舉凡「家政藝術」之烹飪、美容、花藝…等研習，及「兒童教育」之才藝學習、冬夏令營、兩岸文化交流、繪畫比賽…等；到「成人教育」之長青講座、松齡學苑、逍遙遊…等豐富生活的精神藝術議題，都是本會的專業服務領域。,1.家政學苑2.兒童成長學苑3.東南亞語言學苑4.公益活動,"新北市, 台北市",不限,限(3~90),"親職教育, 休閒娛樂, 營隊活動, 職業訓練, 社區服務, 社教宣導, 社福資訊"
社團法人高雄市不老天使守護協會,7240,孫倩,李廷鈞,07-7220251,07-7221964,無,sunnyheipin@gmail.com,806高雄市前鎮區英明一路72巷20弄9之2號,蘇美珍,2013/01/28,高雄市政府社會局,綜合性服務,本會以推廣愛心服務，有效整合愛心服務資源，推動相關之社會福利之工作，照顧弱勢族群為宗旨。,一提供孤苦無依中高齡身心障礙者生活上之協助，適時予以輔導慰問二關懷中高齡身心障礙者，予以必要之輔導與慰問，並協助其就養、就業及就醫等相關需求。三、定期舉辦各種文康及衛教活動四、與各社團聯誼互動，整合社會資源，以多元化提供服務。五、定期辦理成長系列課程，提升照顧者相關知能，並提供喘息服務及支持性團體，降低照顧者壓力。六、配合政府相關福利政策推動。七、其他符合本會宗旨的社會公益事項。,高雄市,不限,不限(0~0),"團體輔導, 聯誼活動, 志願服務, 醫療諮詢, 社區服務, 社教宣導, 專業訓練, 社福資訊, 權益倡導, 國際交流"
財團法人伊甸社會福利基金會臺北市一壽養護中心,7239,黃琢嵩,蔡慧美,02-2938-1841,02-2938-1838,www.eden.org.tw/branches_detail.php?detailId=JCU4IyE=&rePageUrl=L2JyYW5j,dep131@eden.org.tw,,劉俠,1998/06/05,臺北市政府社會局,身心障礙福利,1.臺北市一壽養護中心係臺北市政府社會局於86年12月28日委託財團法人伊甸社會福利基金會辦理的24小時全日型住宿機構，並核定87年6月正式開辦。2.服務對象,一、生活照顧及訓練,台北市,不限,不限(0~0),收容收養
台北市私立榮健老人養護所,7238,谷彩虹,王雅玲,02-28216113,02-28215872,無,rongjiann@yahoo.com.tw,"112台北市北投區文林北路94巷5弄13號1-2樓&15號2樓 ",林慶松,1999/12/01,台北市政府社會局,老人福利,讓長輩的每一日，不再孤單寂寞，只有愛與關懷，常相陪伴!,1.日常生活照護2.專業護理服務3.專業社工服務4.特約醫師、護理師診察5.特約職能治療師、營養師、藥師服務,台北市,不限,不限(0~0),"日間照顧, 收容收養, 社福資訊, 權益倡導, 其他"
社團法人台灣多元社會福利協會,7237,楊學慧,林政緯,28927001,28927010,http://tapdsw.org/,tapdsw@gmail.com,112台北市北投區溫泉路68-10號,林政緯,2017/04/25,內政部,綜合性服務,以提升社會福利及長期照顧服務品質，並促進多元化社會福利及長期照顧服務為宗旨。,一、辦理各項社會福利及長期照顧相關事項。二、參與有關社會福利及長期照顧相關政策之規劃與倡導。三、舉辦各項社會福利及長期照顧相關之研習、訓練、交流、評鑑、督考等相關活動。四、推展各項社會福利及長期照顧相關業務。五、接受主管機關指導、委託辦理事項。六、辦理其他有關社會福利、長期照顧及公益或符合本會宗旨之相關事項。,全國性,不限,不限(0~0),"心理輔導, 關懷專線, 送餐服務, 社工實習, 志願服務, 社區服務, 社教宣導, 專業訓練, 社福資訊, 權益倡導, 政策分析"
社團法人臺南市夢城自立生活協會,7236,陳龍愛,陳龍愛,0906228125,0906228125,無,tnntry@gmail.com,,陳龍愛,2014/03/29,臺南市政府,身心障礙福利,本會是一跨越障別之身心障礙者團體，於民國103年3月正式成立，理念為提倡身心障礙類者自立生活於社區，結合身心障礙者同儕力量及社會資源，支持身心障礙者提升自主性、參與社會、融入社區，達成生活自主為主要宗旨。,本會為障礙者所組織營運之團體，成員半數以上為跨障別之障礙者，提供障礙者能自主生活於一般社區之服務，並集合同儕力量，向社會大眾發聲爭取應有之權利與機會。,台南市,不限,不限(0~0),權益倡導
中華民國藝術創意人才培育協會,7235,張詠貴,王皓正,25180456,25180456,無,artofroc@gmail.com,104台北市中山區長安東路二段67號10樓之4,王皓正,2015/01/17,內政部,文化藝術,本會為依法設立、非以營利為目的之社會團體，以藝術創作與文創推廣語文創人才培育為宗旨。,一、藝術療癒二、舉辦文創藝術活動改善社會風氣三、培育台灣新生代藝術家四、與其他藝術團體合作、擴大藝術影響力五、提供藝術創作平台讓台灣藝術在世界發光六、舉辦文創公益職能課程、培育專業工藝人才,全國性,不限,不限(0~0),"遊戲治療, 團體輔導, 聯誼活動, 職訓補助, 專業訓練, 國際交流, 其他"
財團法人興毅社會福利慈善事業基金會,7234,洪明良,盧忠恕,02-23691200,02-23691210,無,shingyifund@gmail.com,100台北市中正區師大路160號,吳靜宇,1993/07/16,內政部,綜合性服務,以舉辦社會福利慈善事業.宏揚孔孟聖道為宗旨,以舉辦社會福利慈善事業.宏揚孔孟聖道為宗旨,全國性,不限,不限(0~0),"心理輔導, 個案輔導, 急難救助, 醫療補助, 生活扶助, 喪葬補助, 志願服務, 社區服務, 社福資訊, 海外救援"
財團法人台南市私立永觀社會福利慈善事業基金會,7233,董事 林桂貞,社工督導 吳瑾涵,06-2236964,06-2226752,無,a0923885002@gmail.com,,董事長 楊榮銘,1993/07/01,台南市政府,綜合性服務,延續永和醫院創立的初衷，秉持「用心」、「關心」、「安心」、「誠心」、「真心」的服務理念，積極參與社會福利「關懷弱勢」及「照顧長者」，落實扶助救助、擴大照顧範疇，讓導致弱勢的阻力轉為良善助力，並落實敬老、親老之社會價值觀。,1.老人福利。2.兒童福利。3.殘障福利。4.低收入補助。5.貧困病患之醫療補助。6.老弱無依之收容救助。7.志願服務之辦理及推廣。8.接受主管機關指導辦理事項。,台南市,不限,不限(0~0),"個案管理, 喘息服務, 社工實習, 志願服務, 社區服務, 其他"
台灣玩具圖書館協會,7232,葉國芳,張維庭,(03)2813097 ,(03)4026017,http://www.tw-toylibrary.org/,toy@tw-toylibrary.org,324桃園市平鎮區廣平街1號,蔡延治,2010/11/14,行政院內政部,綜合性服務,本會為依法設立，以非營利為目的之社會團體，宗旨如下,一、	全國館舍依館舍規模分成A、B、C三等級。二、	物流中心整理及收納及配送玩具，由各縣市設立，或集合2~3縣市設立。三、	玩具醫院配合各縣市老人關懷照顧據點或樂齡中心建立。四、	玩具銀行回收、募集、整理、交換二手玩具之全國中心是需要設立分行。五、	培訓認證志工訓練、專業訓練、創意環保訓練、認證。六、	支援系統經費連結、機構連結、志工服務系統連結、首批玩具支援。七、	管理系統志工時間銀行、玩具編碼建檔與管理。八、	國際接軌參與國際服務、與國際玩具圖書館合作及加入國際組織。,全國性,不限,不限(0~0),"親職教育, 營隊活動, 志願服務, 社區服務, 社教宣導, 國際交流"
